Unnamed: 0,id,synset1,depth1,sentence1,synset2,depth2,sentence2,specific
2892,2893,Synset('hit.n.03'),10,that song was his first hit and marked the beginning of his career,Synset('sleeper.n.09'),11,that song wa his first sleeper and marked the beginning of his career,1
2893,2894,Synset('genetic_screening.n.01'),12,there are laboratory for commercial genetic screening,Synset('testing.n.02'),10,there are laboratories for commercial testing,0
2895,2896,Synset('monopoly.n.01'),8,a monopoly on silver,Synset('corner.n.07'),9,a corner on silver,1
2896,2897,Synset('entrance.n.03'),8,she made a grand entrance,Synset('irruption.n.01'),9,she made a grand irruption,1
2897,2898,Synset('sufficiency.n.03'),5,he questioned the sufficiency of human intelligence,Synset('ampleness.n.01'),6,he questioned the ampleness of human intelligence,1
2898,2899,Synset('inclination.n.05'),7,her inclination is for classical music,Synset('leaning.n.01'),8,her leaning is for classical music,1
2899,2900,Synset('articulation.n.03'),8,articulation of good will,Synset('expression.n.03'),7,expressions of good will,0
2900,2901,Synset('hybrid.n.02'),10,"the hybrid of shopping mall , house , and road created a new town",Synset('complex.n.01'),9,"the complex of shopping malls, houses, and roads created a new town",0
2901,2902,Synset('predetermination.n.02'),10,he wa reluctant to make his predetermination known,Synset('judgment.n.01'),8,he was reluctant to make his judgment known,0
2903,2904,Synset('stress.n.03'),9,the red light gave the central figure increased stress,Synset('emphasis.n.01'),8,the red light gave the central figure increased emphasis,0
2904,2905,Synset('hunter.n.02'),9,a treasure hunter,Synset('forager.n.01'),10,a treasure forager,1
2905,2906,Synset('thinness.n.05'),6,he disliked the thinness of the soup,Synset('fluidity.n.01'),7,he disliked the fluidity of the soup,1
2906,2907,Synset('nowhere.n.01'),8,he worked in nowhere for many year,Synset('obscurity.n.02'),7,he worked in obscurity for many years,0
2907,2908,Synset('dog.n.03'),10,that dog is your host,Synset('chap.n.01'),9,that chap is your host,0
2908,2909,Synset('grave.n.01'),7,the grave of the year,Synset('end.n.02'),5,the end of the year,0
2910,2911,Synset('impulse.n.05'),8,after reaching the desired velocity the impulse is cut off,Synset('drive.n.01'),7,after reaching the desired velocity the drive is cut off,0
2911,2912,Synset('running.n.04'),10,he has responsibility for the running of two companies at the same time,Synset('administrivia.n.01'),11,he ha responsibility for the administrivia of two company at the same time,1
2912,2913,Synset('cash.n.01'),8,there is a desperate shortage of hard cash,Synset('ready_cash.n.01'),9,there is a desperate shortage of hard ready cash,1
2913,2914,Synset('corruption.n.06'),8,corruption of sleep,Synset('inducement.n.02'),7,inducement of sleep,0
2914,2915,Synset('present.n.01'),5,that is enough for the present,Synset('now.n.01'),6,that is enough for the now,1
2915,2916,Synset('dead_person.n.01'),8,I wonder what the dead person would have done,Synset('infernal.n.01'),9,i wonder what the infernal would have done,1
2916,2917,Synset('precipitation.n.05'),8,modern science caused an precipitation of cultural change,Synset('acceleration.n.01'),7,modern science caused an acceleration of cultural change,0
2917,2918,Synset('elevation.n.05'),8,there was snow at the higher elevations,Synset('grade.n.07'),9,there wa snow at the higher grade,1
2918,2919,Synset('niche.n.01'),8,he overstepped his niche,Synset('place.n.10'),7,he overstepped his place,0
2919,2920,Synset('track_record.n.01'),10,he tied the olympic track record,Synset('record.n.06'),9,he tied the Olympic record,0
2920,2921,Synset('revision.n.01'),10,it would require a drastic revision of his opinion,Synset('qualification.n.02'),11,it would require a drastic qualification of his opinion,1
2921,2922,Synset('slug.n.05'),10,may i take your slug order ?,Synset('beverage.n.01'),8,may I take your beverage order?,0
2922,2923,Synset('scalp.n.01'),10,your scalp is the largest organ of your body,Synset('skin.n.01'),9,your skin is the largest organ of your body,0
2923,2924,Synset('guise.n.01'),7,he hoped his claim would have a guise of authenticity,Synset('semblance.n.01'),6,he hoped his claims would have a semblance of authenticity,0
2924,2925,Synset('puffing.n.01'),8,he went outside for a puffing,Synset('smoke.n.07'),7,he went outside for a smoke,0
2925,2926,Synset('complexity.n.01'),5,he enjoyed the complexity of modern computers,Synset('trickiness.n.02'),6,he enjoyed the trickiness of modern computer,1
2926,2927,Synset('depth.n.01'),7,the depth of the water,Synset('shallowness.n.02'),8,the shallowness of the water,1
2928,2929,Synset('corollary.n.01'),9,he listened for the corollary on the radio,Synset('result.n.03'),7,he listened for the results on the radio,0
2929,2930,Synset('coast.n.02'),6,he climbed the steep coast,Synset('slope.n.01'),5,he climbed the steep slope,0
2930,2931,Synset('big_stick.n.01'),7,made a big stick of strength,Synset('display.n.01'),6,made a display of strength,0
2931,2932,Synset('axial_rotation.n.01'),9,wheels in axial rotation,Synset('wallow.n.02'),10,wheel in wallow,1
2932,2933,Synset('tessellation.n.01'),9,it is the result of the tessellation of contrasting color,Synset('juxtaposition.n.01'),8,it is the result of the juxtaposition of contrasting colors,0
2934,2935,Synset('credit.n.08'),12,the novel had chapter credit,Synset('title.n.03'),11,the novel had chapter titles,0
2935,2936,Synset('wretchedness.n.03'),8,the wretchedness of student ha risen,Synset('quality.n.02'),6,the quality of students has risen,0
2936,2937,Synset('capability.n.01'),6,he worked to the limits of his capability,Synset('defensibility.n.01'),7,he worked to the limit of his defensibility,1
2937,2938,Synset('authority.n.01'),7,the deterrent authority of nuclear weapon,Synset('power.n.01'),5,the deterrent power of nuclear weapons,0
2940,2941,Synset('annuity.n.01'),10,his retirement fund was set up to be paid as an annuity,Synset('annuity_in_advance.n.01'),11,his retirement fund wa set up to be paid a an annuity in advance,1
2941,2942,Synset('drain.n.04'),11,a drain on resources,Synset('drawing.n.05'),12,a drawing on resource,1
2942,2943,Synset('magnitude.n.03'),8,a problem of the first magnitude,Synset('largeness.n.02'),9,a problem of the first largeness,1
2945,2946,Synset('coverage.n.02'),7,the vast coverage of the desert,Synset('extent.n.02'),6,the vast extent of the desert,0
2946,2947,Synset('door.n.03'),11,we closed the door to Haitian immigrants,Synset('open_door.n.02'),12,we closed the open door to haitian immigrant,1
2947,2948,Synset('command.n.04'),8,they offered the command of an installment plan,Synset('convenience.n.02'),6,they offered the convenience of an installment plan,0
2949,2950,Synset('inventory.n.05'),9,an inventory may be necessary to see if anything is missing,Synset('stocktake.n.01'),10,an stocktake may be necessary to see if anything is missing,1
2950,2951,Synset('arch.n.03'),9,they waited at the arch to the garden,Synset('entrance.n.01'),8,they waited at the entrance to the garden,0
2951,2952,Synset('trouble.n.04'),10,I went to a lot of trouble,Synset('tsuris.n.01'),11,i went to a lot of tsuris,1
2952,2953,Synset('deification.n.02'),10,the deification of hope,Synset('embodiment.n.01'),9,the embodiment of hope,0
2953,2954,Synset('alert.n.01'),6,bombers were put on alert during the crisis,Synset('air_alert.n.02'),7,bomber were put on air alert during the crisis,1
2954,2955,Synset('superficiality.n.02'),9,take into account the superficiality at that end of the pool before you dive,Synset('shallowness.n.02'),8,take into account the shallowness at that end of the pool before you dive,0
2955,2956,Synset('reincarnation.n.01'),10,she is the reincarnation of optimism,Synset('personification.n.01'),8,she is the personification of optimism,0
2957,2958,Synset('chafe.n.01'),10,the best result are generally obtained by inserting the needle into the point of maximum chafe,Synset('tenderness.n.02'),9,the best results are generally obtained by inserting the needle into the point of maximum tenderness,0
2958,2959,Synset('side.n.06'),11,he was on the heavy side,Synset('hand.n.07'),12,he wa on the heavy hand,1
2959,2960,Synset('succession.n.02'),7,they were investigating a succession of bank robbery,Synset('series.n.01'),6,they were investigating a series of bank robberies,0
2960,2961,Synset('footing.n.02'),5,there is little footing for his objection,Synset('foundation.n.01'),4,there is little foundation for his objections,0
2963,2964,Synset('factor.n.01'),9,they are trying to determine the factor of the crash,Synset('cause.n.01'),8,they are trying to determine the cause of the crash,0
2966,2967,Synset('tension.n.01'),9,his responsibility were a constant tension,Synset('strain.n.04'),8,his responsibilities were a constant strain,0
2968,2969,Synset('sensation.n.04'),10,his face wa flushed with sensation and his hand trembled,Synset('excitement.n.02'),9,his face was flushed with excitement and his hands trembled,0
2969,2970,Synset('rotation.n.03'),8,the plane made three rotations before it crashed,Synset('axial_rotation.n.01'),9,the plane made three axial rotation before it crashed,1
2970,2971,Synset('care.n.05'),8,he is in the care of a bodyguard,Synset('providence.n.02'),9,he is in the providence of a bodyguard,1
2971,2972,Synset('pleasure.n.01'),6,he was tingling with pleasure,Synset('silver_lining.n.01'),9,he wa tingling with silver lining,1
2972,2973,Synset('policy.n.02'),10,they debated the policy or impolicy of the proposed legislation,Synset('party_line.n.01'),11,they debated the party line or impolicy of the proposed legislation,1
2973,2974,Synset('daze.n.01'),8,he looked at me in daze,Synset('astonishment.n.01'),6,he looked at me in astonishment,0
2974,2975,Synset('world_series.n.01'),8,the visiting team swept the world series,Synset('series.n.04'),7,the visiting team swept the series,0
2975,2976,Synset('breadth.n.01'),7,a teacher must have a breadth of knowledge of the subject,Synset('capaciousness.n.01'),8,a teacher must have a capaciousness of knowledge of the subject,1
2977,2978,Synset('extortion.n.02'),9,extortion of tribute,Synset('exaction.n.01'),8,exaction of tribute,0
2979,2980,Synset('variation.n.05'),7,he patented a variation on the sandal,Synset('bastard.n.03'),8,he patented a bastard on the sandal,1
2982,2983,Synset('tessellation.n.01'),9,it is the result of the tessellation of contrasting color,Synset('juxtaposition.n.01'),8,it is the result of the juxtaposition of contrasting colors,0
2983,2984,Synset('union.n.09'),6,lightning produced an unusual union of the metals,Synset('mix.n.02'),8,lightning produced an unusual mix of the metal,1
2984,2985,Synset('brush.n.09'),9,they kept in daily brush,Synset('contact.n.01'),8,they kept in daily contact,0
2985,2986,Synset('setting.n.02'),7,you can't do that in a university setting,Synset('canvas.n.03'),8,you ca n't do that in a university canvas,1
2988,2989,Synset('mainstream.n.01'),8,19th century mainstream,Synset('thought.n.03'),7,19th century thought,0
2989,2990,Synset('relatedness.n.01'),5,the relatedness of all living things,Synset('bearing.n.01'),6,the bearing of all living thing,1
2990,2991,Synset('house.n.01'),9,he has a house on Cape Cod,Synset('residence.n.02'),10,he ha a residence on cape cod,1
2992,2993,Synset('modernity.n.01'),10,a study of the pastness of the present and ... of the modernity of the past,Synset('presentness.n.01'),8,a study of the pastness of the present and...of the presentness of the past,0
2993,2994,Synset('toe_box.n.01'),13,toe box come in many style,Synset('upper.n.02'),12,Uppers come in many styles,0
2994,2995,Synset('socialization.n.03'),8,the socialization of children to the norms of their culture,Synset('cultivation.n.01'),9,the cultivation of child to the norm of their culture,1
2995,2996,Synset('beachhead.n.01'),9,an attempt to secure a beachhead behind enemy line,Synset('bridgehead.n.01'),8,an attempt to secure a bridgehead behind enemy lines,0
2997,2998,Synset('diversion.n.02'),11,he took a diversion to the right,Synset('turn.n.02'),10,he took a turn to the right,0
2998,2999,Synset('currency.n.02'),7,he wa surprised by the currency of optimism about the future,Synset('prevalence.n.01'),6,he was surprised by the prevalence of optimism about the future,0
3000,3001,Synset('reliance.n.01'),9,his reliance reassured the others,Synset('certainty.n.01'),8,his certainty reassured the others,0
3002,3003,Synset('shaking.n.02'),6,they were in a state of steady shaking,Synset('motion.n.04'),5,they were in a state of steady motion,0
3003,3004,Synset('reluctance.n.02'),8,his reluctance to cooperate vetoed every proposal i made,Synset('unwillingness.n.01'),7,his unwillingness to cooperate vetoed every proposal I made,0
3004,3005,Synset('spokesperson.n.01'),9,the meeting was attended by spokespersons for all the major organs of government,Synset('ambassador.n.02'),10,the meeting wa attended by ambassador for all the major organ of government,1
3005,3006,Synset('running.n.04'),10,he has responsibility for the running of two companies at the same time,Synset('administrivia.n.01'),11,he ha responsibility for the administrivia of two company at the same time,1
3007,3008,Synset('smoke.n.07'),7,he went outside for a smoke,Synset('puffing.n.01'),8,he went outside for a puffing,1
3008,3009,Synset('degree.n.02'),5,a remarkable degree of frankness,Synset('ultimacy.n.01'),6,a remarkable ultimacy of frankness,1
3014,3015,Synset('caveat.n.02'),8,the caveat appeared in the local newspaper,Synset('announcement.n.02'),6,the announcement appeared in the local newspaper,0
3015,3016,Synset('school.n.03'),9,school is a preparation for life,Synset('education.n.03'),8,education is a preparation for life,0
3016,3017,Synset('thaw.n.03'),10,the thaw of requirement,Synset('relaxation.n.04'),9,the relaxation of requirements,0
3017,3018,Synset('department.n.03'),12,he wa helpless in an important department of his life,Synset('sector.n.03'),11,he was helpless in an important sector of his life,0
3018,3019,Synset('rainbow.n.02'),9,there is little or no rainbow that he will recover,Synset('promise.n.02'),8,there is little or no promise that he will recover,0
3019,3020,Synset('feeling.n.06'),8,he had a great feeling for music,Synset('sprachgefuhl.n.01'),9,he had a great sprachgefuhl for music,1
3020,3021,Synset('bill.n.01'),8,they held a public hearing on the bill,Synset('bill_of_attainder.n.01'),9,they held a public hearing on the bill of attainder,1
3021,3022,Synset('moonlight.n.01'),12,the moonlight wa filtered through a soft glass window,Synset('light.n.01'),11,the light was filtered through a soft glass window,0
3022,3023,Synset('common_sense.n.01'),9,Common sense is not so common,Synset('nous.n.01'),10,nous is not so common,1
3023,3024,Synset('outage.n.02'),8,the surprise party wa a complete outage,Synset('failure.n.02'),6,the surprise party was a complete failure,0
3024,3025,Synset('rededication.n.01'),9,the party wa quite an rededication,Synset('affair.n.03'),6,the party was quite an affair,0
3026,3027,Synset('origin.n.05'),6,a heat origin,Synset('source.n.07'),5,a heat source,0
3028,3029,Synset('fitness.n.01'),6,they had to prove their fitness for the position,Synset('eligibility.n.01'),8,they had to prove their eligibility for the position,1
3029,3030,Synset('quarter.n.14'),15,he objected to the quarter of smoking in the dining room,Synset('allowance.n.06'),11,He objected to the allowance of smoking in the dining room,0
3030,3031,Synset('alert.n.01'),6,bombers were put on alert during the crisis,Synset('strip_alert.n.01'),7,bomber were put on strip alert during the crisis,1
3031,3032,Synset('floodgate.n.01'),11,legal floodgate,Synset('restraint.n.04'),10,legal restraints,0
3032,3033,Synset('license.n.03'),7,license of opinion,Synset('liberty.n.02'),6,liberty of opinion,0
3033,3034,Synset('coast.n.03'),10,the most desirable feature of the park are the beautiful coast,Synset('view.n.02'),9,the most desirable feature of the park are the beautiful views,0
3035,3036,Synset('ampleness.n.01'),6,he questioned the ampleness of human intelligence,Synset('sufficiency.n.03'),5,he questioned the sufficiency of human intelligence,0
3037,3038,Synset('nay.n.01'),9,he answered in the nay,Synset('negative.n.01'),8,he answered in the negative,0
3038,3039,Synset('stint.n.03'),10,estimate of the city 's loss on that stint ranged a high a a million dollar,Synset('job.n.02'),9,estimates of the city's loss on that job ranged as high as a million dollars,0
3039,3040,Synset('blessing.n.02'),8,enjoy the blessings of peace,Synset('mercy.n.04'),9,enjoy the mercy of peace,1
3040,3041,Synset('process.n.02'),5,the process of thinking,Synset('sense.n.01'),9,the sense of thinking,1
3041,3042,Synset('access.n.06'),10,he gained access to the building,Synset('back_door.n.01'),11,he gained back door to the building,1
3042,3043,Synset('good.n.03'),5,weigh the good against the bad,Synset('deservingness.n.01'),7,weigh the deservingness against the bad,1
3043,3044,Synset('interface.n.03'),8,there wa no interface between their proposal,Synset('overlap.n.01'),7,there was no overlap between their proposals,0
3045,3046,Synset('round.n.04'),11,the pastor 's round on his parishioner,Synset('call.n.11'),10,the pastor's calls on his parishioners,0
3046,3047,Synset('hit.n.03'),10,that song was his first hit and marked the beginning of his career,Synset('sleeper.n.09'),11,that song wa his first sleeper and marked the beginning of his career,1
3050,3051,Synset('misappropriation.n.02'),9,the misappropriation of ancient motif wa very apparent,Synset('borrowing.n.01'),8,the borrowing of ancient motifs was very apparent,0
3051,3052,Synset('influence.n.01'),6,used her parents' influence to get the job,Synset('heartbeat.n.03'),8,used her parent ' heartbeat to get the job,1
3052,3053,Synset('safety.n.01'),6,insure the safety of the children,Synset('protection.n.04'),8,insure the protection of the child,1
3053,3054,Synset('reuptake.n.01'),6,they developed paper napkin with a greater reuptake of liquid,Synset('uptake.n.02'),5,they developed paper napkins with a greater uptake of liquids,0
3054,3055,Synset('authority.n.01'),7,he has the authority to issue warrants,Synset('muscle.n.04'),8,he ha the muscle to issue warrant,1
3056,3057,Synset('thing.n.08'),2,I couldn't tell what the thing was,Synset('horror.n.02'),3,i could n't tell what the horror wa,1
3057,3058,Synset('deficit.n.04'),6,last year there was a serious budgetary deficit,Synset('federal_deficit.n.01'),8,last year there wa a serious budgetary federal deficit,1
3059,3060,Synset('climax.n.01'),7,at such climax he always had an impulse to leave,Synset('juncture.n.01'),6,at such junctures he always had an impulse to leave,0
3061,3062,Synset('habit.n.01'),7,it is not the local habit to wear short to dinner,Synset('practice.n.05'),5,it is not the local practice to wear shorts to dinner,0
3062,3063,Synset('call.n.11'),10,the pastor's calls on his parishioners,Synset('round.n.04'),11,the pastor 's round on his parishioner,1
3063,3064,Synset('catcher.n.02'),9,what is your catcher on the team ?,Synset('role.n.04'),7,what is your role on the team?,0
3064,3065,Synset('ghetto.n.02'),7,social ghetto,Synset('life.n.01'),6,social life,0
3065,3066,Synset('latter.n.01'),8,he came in a close latter,Synset('second.n.05'),7,he came in a close second,0
3066,3067,Synset('housecleaning.n.01'),11,justice wa for sale before the housecleaning of the law court,Synset('reform.n.01'),10,justice was for sale before the reform of the law courts,0
3067,3068,Synset('region.n.01'),5,the farming regions of France,Synset('beam-ends.n.01'),10,the farming beam-ends of france,1
3068,3069,Synset('going-out-of-business_sale.n.01'),10,they held a going-out-of-business sale to reduce their inventory,Synset('sale.n.03'),9,they held a sale to reduce their inventory,0
3069,3070,Synset('fine_structure.n.01'),8,he drew a fine structure on the chart,Synset('line.n.02'),6,He drew a line on the chart,0
3070,3071,Synset('acreage.n.01'),8,the acreage of a rectangle,Synset('area.n.06'),7,the area of a rectangle,0
3071,3072,Synset('smoke.n.07'),7,he went outside for a smoke,Synset('puffing.n.01'),8,he went outside for a puffing,1
3072,3073,Synset('restitution.n.03'),8,upon the restitution of the book to its rightful owner the child was given a tongue lashing,Synset('clawback.n.01'),9,upon the clawback of the book to it rightful owner the child wa given a tongue lashing,1
3073,3074,Synset('pivot.n.03'),10,the pivot of the dancer kept time with the music,Synset('rotation.n.01'),9,the rotation of the dancer kept time with the music,0
3074,3075,Synset('annihilation.n.02'),8,bomb tests resulted in the annihilation of the atoll,Synset('extinction.n.04'),9,bomb test resulted in the extinction of the atoll,1
3075,3076,Synset('importance.n.01'),7,the importance of a well-balanced diet,Synset('consequence.n.03'),9,the consequence of a well-balanced diet,1
3076,3077,Synset('alternation.n.01'),10,his alternation of the work force wa very efficient,Synset('organization.n.06'),7,his organization of the work force was very efficient,0
3077,3078,Synset('shag.n.02'),7,they carved their way through the shag of vine,Synset('tangle.n.01'),6,they carved their way through the tangle of vines,0
3081,3082,Synset('scene.n.01'),7,the police returned to the scene of the crime,Synset('darkness.n.02'),8,the police returned to the darkness of the crime,1
3083,3084,Synset('manipulation.n.01'),8,his manipulation of his friends was scandalous,Synset('mind_game.n.02'),9,his mind game of his friend wa scandalous,1
3084,3085,Synset('upper.n.02'),12,Uppers come in many styles,Synset('toe_box.n.01'),13,toe box come in many style,1
3086,3087,Synset('mail.n.02'),7,the mail handles billions of items every day,Synset('snail_mail.n.01'),8,the snail mail handle billion of item every day,1
3087,3088,Synset('embrace.n.03'),11,it embrace by society,Synset('adoption.n.01'),10,its adoption by society,0
3088,3089,Synset('probity.n.01'),9,he expects to find in u the common honesty and probity of men of business,Synset('integrity.n.02'),8,he expects to find in us the common honesty and integrity of men of business,0
3089,3090,Synset('solution.n.03'),8,the easy solution is to look it up in the handbook,Synset('silver_bullet.n.01'),9,the easy silver bullet is to look it up in the handbook,1
3090,3091,Synset('disguise.n.01'),7,he hoped his claim would have a disguise of authenticity,Synset('semblance.n.01'),6,he hoped his claims would have a semblance of authenticity,0
3091,3092,Synset('period.n.05'),6,the period of the year,Synset('end.n.02'),5,the end of the year,0
3092,3093,Synset('drink.n.01'),7,I asked for a hot drink,Synset('draft.n.04'),8,i asked for a hot draft,1
3094,3095,Synset('silver_bullet.n.01'),9,the easy silver bullet is to look it up in the handbook,Synset('solution.n.03'),8,the easy solution is to look it up in the handbook,0
3095,3096,Synset('deposit.n.06'),7,banker are reluctant to lend without good deposit,Synset('security.n.05'),6,bankers are reluctant to lend without good security,0
3096,3097,Synset('setting.n.02'),7,you can't do that in a university setting,Synset('canvas.n.03'),8,you ca n't do that in a university canvas,1
3097,3098,Synset('situation.n.01'),5,the present international situation is dangerous,Synset('complication.n.02'),6,the present international complication is dangerous,1
3099,3100,Synset('putout.n.01'),9,you only get 3 putout per inning,Synset('out.n.01'),8,you only get 3 outs per inning,0
3101,3102,Synset('presence.n.02'),10,the plane crashed in the presence of asheville,Synset('vicinity.n.01'),8,the plane crashed in the vicinity of Asheville,0
3102,3103,Synset('splash.n.04'),10,a bald splash,Synset('spot.n.05'),9,a bald spot,0
3103,3104,Synset('form.n.01'),7,the inflected forms of a word can be represented by a stem and a list of inflections to be attached,Synset('apocope.n.01'),9,the inflected apocope of a word can be represented by a stem and a list of inflection to be attached,1
3104,3105,Synset('puff.n.07'),8,he took a puff on his pipe,Synset('toke.n.01'),9,he took a toke on his pipe,1
3105,3106,Synset('topos.n.01'),8,it wa the usual ` boy get girl ' topos,Synset('theme.n.02'),7,it was the usual `boy gets girl' theme,0
3106,3107,Synset('big_business.n.01'),7,government and big business could not agree,Synset('business.n.07'),6,Government and business could not agree,0
3107,3108,Synset('acquired_taste.n.01'),8,my own acquired taste is for good literature,Synset('preference.n.01'),7,my own preference is for good literature,0
3108,3109,Synset('minutia.n.01'),8,several of the minutia are similar,Synset('detail.n.01'),7,several of the details are similar,0
3112,3113,Synset('position.n.09'),8,what position does he play?,Synset('end.n.14'),10,what end doe he play ?,1
3113,3114,Synset('fact.n.01'),6,first you must collect all the facts of the case,Synset('nook_and_cranny.n.01'),8,first you must collect all the nook and cranny of the case,1
3114,3115,Synset('shtik.n.01'),6,give him a shtik cake,Synset('shtikl.n.01'),7,give him a shtikl cake,1
3115,3116,Synset('time.n.04'),6,at that time i had to leave,Synset('point.n.06'),4,at that point I had to leave,0
3116,3117,Synset('bone_of_contention.n.01'),6,he did n't want to discus that bone of contention,Synset('subject.n.01'),5,he didn't want to discuss that subject,0
3118,3119,Synset('blind_date.n.02'),9,she asked how to avoid kissing at the end of a blind date,Synset('date.n.03'),8,she asked how to avoid kissing at the end of a date,0
3119,3120,Synset('blessing.n.01'),9,he gave the project his blessing,Synset('carrot.n.04'),11,he gave the project his carrot,1
3120,3121,Synset('king.n.04'),8,a scholar of great king,Synset('eminence.n.01'),7,a scholar of great eminence,0
3121,3122,Synset('slope.n.01'),5,he climbed the steep slope,Synset('bank.n.01'),6,he climbed the steep bank,1
3123,3124,Synset('people.n.01'),4,old people,Synset('dead.n.01'),5,old dead,1
3124,3125,Synset('breeze.n.01'),10,the breeze was cooled by the lake,Synset('breath.n.05'),11,the breath wa cooled by the lake,1
3125,3126,Synset('bastion.n.01'),7,he joined the bastion against invasion,Synset('defense.n.09'),6,he joined the defense against invasion,0
3126,3127,Synset('shtik.n.04'),13,he played a shtik on me,Synset('trick.n.01'),12,he played a trick on me,0
3127,3128,Synset('inducement.n.02'),7,inducement of sleep,Synset('corruption.n.06'),8,corruption of sleep,1
3128,3129,Synset('bite.n.09'),11,he complained about the bite of money from their paycheck,Synset('subtraction.n.02'),10,he complained about the subtraction of money from their paychecks,0
3130,3131,Synset('eve.n.02'),6,two eve later they left,Synset('day.n.01'),5,two days later they left,0
3131,3132,Synset('naturalness.n.03'),8,man created god in his own naturalness,Synset('likeness.n.01'),7,man created God in his own likeness,0
3132,3133,Synset('capacity.n.03'),5,the gas expanded to twice it original capacity,Synset('volume.n.01'),4,the gas expanded to twice its original volume,0
3133,3134,Synset('shock.n.02'),9,the harder the shock the more glorious the triumph,Synset('conflict.n.01'),7,the harder the conflict the more glorious the triumph,0
3134,3135,Synset('fastidiousness.n.01'),6,neatness and fastidiousness of dress,Synset('squeamishness.n.02'),7,neatness and squeamishness of dress,1
3137,3138,Synset('smell.n.01'),9,she loved the smell of roses,Synset('incense.n.02'),11,she loved the incense of rose,1
3140,3141,Synset('dust.n.01'),8,the furniture was covered with dust,Synset('chalk_dust.n.01'),9,the furniture wa covered with chalk dust,1
3141,3142,Synset('extent.n.02'),6,the vast extent of the desert,Synset('area.n.06'),7,the vast area of the desert,1
3142,3143,Synset('galvanization.n.02'),11,the purpose of art is the galvanization of emotion,Synset('arousal.n.01'),9,the purpose of art is the arousal of emotions,0
3143,3144,Synset('rifle_range.n.02'),8,the army maintains a missile rifle range in the desert,Synset('range.n.05'),7,the army maintains a missile range in the desert,0
3144,3145,Synset('accuracy.n.01'),5,he was beginning to doubt the accuracy of his compass,Synset('minuteness.n.02'),7,he wa beginning to doubt the minuteness of his compass,1
3145,3146,Synset('device.n.03'),11,he would stoop to any device to win a point,Synset('trick.n.01'),12,he would stoop to any trick to win a point,1
3146,3147,Synset('jealousy.n.02'),9,"wakefulness , jealousy , and bellicosity make a good hunter",Synset('watchfulness.n.01'),8,"wakefulness, watchfulness, and bellicosity make a good hunter",0
3147,3148,Synset('facility.n.05'),9,budget separately for good and facility,Synset('service.n.01'),8,budget separately for goods and services,0
3148,3149,Synset('mail.n.02'),7,they could not act without official mail from moscow,Synset('communication.n.01'),6,they could not act without official communication from Moscow,0
3149,3150,Synset('association.n.01'),6,he joined the Modern Language Association,Synset('drug_cartel.n.01'),9,he joined the modern language drug cartel,1
3150,3151,Synset('purchase.n.01'),8,they closed the purchase with a handshake,Synset('marketing.n.03'),11,they closed the marketing with a handshake,1
3151,3152,Synset('stretch.n.01'),8,a stretch of highway,Synset('slack.n.03'),9,a slack of highway,1
3153,3154,Synset('influence.n.01'),6,used her parents' influence to get the job,Synset('force.n.01'),7,used her parent ' force to get the job,1
3154,3155,Synset('cyborg.n.01'),9,the boxer wa a magnificent fighting cyborg,Synset('machine.n.02'),8,the boxer was a magnificent fighting machine,0
3155,3156,Synset('ultimacy.n.01'),6,the ultimacy of these social values,Synset('profoundness.n.01'),7,the profoundness of these social value,1
3156,3157,Synset('separation.n.04'),9,the separation of wheat from chaff,Synset('winnow.n.01'),10,the winnow of wheat from chaff,1
3157,3158,Synset('jumper.n.02'),10,he is one hell of a jumper,Synset('hopper.n.02'),11,he is one hell of a hopper,1
3158,3159,Synset('influence.n.01'),6,used her parents' influence to get the job,Synset('heartbeat.n.03'),8,used her parent ' heartbeat to get the job,1
3159,3160,Synset('place.n.02'),7,who owns this place?,Synset('colony.n.04'),8,who owns this colony ?,1
3160,3161,Synset('strip_alert.n.01'),7,bomber were put on strip alert during the crisis,Synset('alert.n.01'),6,bombers were put on alert during the crisis,0
3162,3163,Synset('burning.n.01'),9,the burning of leaves was prohibited by a town ordinance,Synset('arson.n.01'),10,the arson of leaf wa prohibited by a town ordinance,1
3165,3166,Synset('nowhere.n.01'),8,he worked in nowhere for many year,Synset('obscurity.n.02'),7,he worked in obscurity for many years,0
3166,3167,Synset('capaciousness.n.01'),8,a teacher must have a capaciousness of knowledge of the subject,Synset('breadth.n.01'),7,a teacher must have a breadth of knowledge of the subject,0
3167,3168,Synset('component.n.01'),9,jealousy was a component of his character,Synset('mcguffin.n.01'),11,jealousy wa a mcguffin of his character,1
3168,3169,Synset('acquiring.n.01'),6,I envied his talent for acquiring,Synset('purchase.n.01'),8,i envied his talent for purchase,1
3170,3171,Synset('slip.n.07'),9,he blamed his slip on the ice,Synset('spill.n.04'),10,he blamed his spill on the ice,1
3172,3173,Synset('headquarters.n.01'),10,many companies have their headquarters in New York,Synset('mukataa.n.01'),11,many company have their mukataa in new york,1
3174,3175,Synset('reason.n.06'),7,there is reason to believe he is lying,Synset('indication.n.03'),8,there is indication to believe he is lying,1
3175,3176,Synset('look.n.02'),9,he went out to have a look,Synset('eye-beaming.n.01'),11,he went out to have a eye-beaming,1
3176,3177,Synset('assent.n.01'),8,he gave his assent eagerly,Synset('bye.n.01'),10,he gave his bye eagerly,1
3177,3178,Synset('business.n.09'),11,his business with the cane was hilarious,Synset('shtik.n.02'),12,his shtik with the cane wa hilarious,1
