Unnamed: 0,id,synset1,depth1,sentence1,synset2,depth2,sentence2,specific
9685,9686,Synset('progress.v.01'),6,He progressed well in school,Synset('climb.v.05'),7,This young man knows how to climb the social ladder,1
9688,9689,Synset('vote.v.03'),4,I vote that we all go home,Synset('denote.v.02'),2,`multi-' denotes `many' ,0
9694,9695,Synset('pockmark.v.01'),6,Her face was pockmarked by the disease,Synset('scar.v.01'),5,The skin disease scarred his face permanently,0
9699,9700,Synset('press.v.01'),2,He pressed down on the boards,Synset('push.v.05'),3,she pushed against the wall with all her strength,1
9702,9703,Synset('confirm.v.01'),1,his story confirmed my doubts,Synset('back.v.09'),2,Can you back up your claims?,1
9708,9709,Synset('gore.v.02'),5,gore a skirt,Synset('design.v.03'),3,Chanel designed the famous suit,0
9710,9711,Synset('absorb.v.02'),2,he absorbed the knowledge or beliefs of his tribe,Synset('imbibe.v.04'),3,Imbibe ethical principles,1
9718,9719,Synset('blind.v.02'),2,The criminals were punished and blinded,Synset('abacinate.v.01'),3,The prisoners were abacinated by their captors,1
9731,9732,Synset('coconspire.v.01'),5,The two men coconspired to cover up the Federal investigation,Synset('conspire.v.01'),4,They conspired to overthrow the government,0
9734,9735,Synset('paw.v.01'),4,The bear pawed the door,Synset('scrape.v.01'),3,The cat scraped at the armchair,0
9741,9742,Synset('undergo.v.01'),2,The chemical undergoes a sudden change,Synset('come.v.20'),4,she could not come because she was too upset,1
9742,9743,Synset('challenge.v.01'),9,She challenged his claims,Synset('contest.v.01'),8,They contested the outcome of the race,0
9746,9747,Synset('tell.v.07'),6,he was telling on all his former colleague,Synset('inform.v.03'),5,She had informed on her own parents for years,0
9755,9756,Synset('overshadow.v.01'),4,the tragedy overshadowed the couple's happiness,Synset('brood.v.02'),3,The terrible vision brooded over her all day long,0
9762,9763,Synset('stabilize.v.01'),2,The drug stabilized her blood pressure,Synset('peg.v.04'),3,The weak currency was pegged to the US Dollar,1
9763,9764,Synset('impress.v.02'),2,The young chess player impressed her audience,Synset('wow.v.01'),3,The speaker wowed the audience,1
9765,9766,Synset('damage.v.01'),2,The snow damaged the roof,Synset('mar.v.01'),3,nothing marred her beauty,1
9767,9768,Synset('bleach.v.01'),3,The sun bleached the red shirt,Synset('discolor.v.02'),2,The detergent discolored my shirts,0
9769,9770,Synset('kill.v.10'),1,She was killed in the collision of three cars,Synset('electrocute.v.01'),2,She dropped the hair dryer into the bathtub and was instantly electrocuted,1
9770,9771,Synset('commandeer.v.01'),3,The Cubans commandeered the plane and flew it to Miami,Synset('carjack.v.01'),4,My car was carjacked last night!,1
9775,9776,Synset('elide.v.01'),5,This vowel is usually elided before a single consonant,Synset('drop.v.18'),6, New Englanders drop their post-vocalic r's,1
9777,9778,Synset('confuse.v.03'),5,The constant attention of the young man confused her,Synset('distract.v.01'),6,The thief distracted the bystanders,1
9781,9782,Synset('spare.v.02'),2,I'll spare you from having to apologize formally,Synset('exempt.v.01'),1,She exempted me from the exam,0
9785,9786,Synset('tree.v.03'),4,the hunters treed the bear with dogs and killed it,Synset('pursue.v.02'),2,The police car pursued the suspected attacker,0
9786,9787,Synset('surprise.v.01'),2,The news really surprised me,Synset('startle.v.01'),4,..startled him awake,1
9787,9788,Synset('wash_away.v.01'),2,wash away all the differences,Synset('remove.v.08'),1,The death of her mother removed the last obstacle to their marriage,0
9789,9790,Synset('iridesce.v.01'),2,The corals iridesced under the surface of the clear water,Synset('opalesce.v.02'),3,This nitrate opalesces under certain conditions,1
9790,9791,Synset('dynamite.v.01'),4,The rock was dynamited,Synset('explode.v.01'),3,We exploded the nuclear bomb,0
9794,9795,Synset('bloom.v.01'),6,The cherry tree bloomed,Synset('effloresce.v.01'),7,These manifestations effloresced in the past,1
9803,9804,Synset('head.v.07'),3,The list was headed by the name of the president,Synset('crown.v.03'),4,A weather vane crowns the building,1
9810,9811,Synset('die.v.02'),5,Martyrs may die every day for their faith,Synset('suffer.v.01'),4,He suffered the penalty,0
9812,9813,Synset('opalesce.v.01'),3,Distant clouds opalesce like pale brocade,Synset('reflect.v.04'),2,Drive carefully--the wet road reflects,0
9828,9829,Synset('discover.v.07'),1,Who discovered the North Pole?,Synset('rediscover.v.01'),2,I rediscovered the books that I enjoyed as a child,1
9832,9833,Synset('quote.v.01'),7,He quoted the Bible to her,Synset('misquote.v.01'),8,He had misquoted the politician,1
9833,9834,Synset('furnish.v.02'),4,We furnished the house in the Biedermeyer style,Synset('refurnish.v.01'),5,We refurnished the living room,1
9839,9840,Synset('unfasten.v.02'),4,The shoelaces unfastened,Synset('open.v.03'),3,The door opened,0
9843,9844,Synset('offer.v.06'),3,The stores are offering specials on sweaters this week,Synset('market.v.01'),2,The company is marketing its new line of beauty products,0
9844,9845,Synset('stretch.v.04'),5,The fabric stretches,Synset('increase.v.01'),3,The amount of work increased,0
9846,9847,Synset('bloom.v.01'),6,The cherry tree bloomed,Synset('effloresce.v.01'),7,These manifestations effloresced in the past,1
9847,9848,Synset('move.v.03'),1,He moved his hand slightly to the right,Synset('separate.v.09'),2,The friends separated after the party,1
9848,9849,Synset('rim.v.03'),4,the ball rimmed the basket,Synset('roll.v.01'),3,The child rolled down the hill,0
9849,9850,Synset('vindicate.v.02'),3,vindicate the rights of the citizens,Synset('maintain.v.08'),2,He maintained his innocence,0
9852,9853,Synset('deface.v.01'),4,scars defaced her cheeks,Synset('pockmark.v.01'),6,Her face was pockmarked by the disease,1
9860,9861,Synset('work.v.12'),2,he is working his servants hard,Synset('limber.v.02'),5,The violist limbered her wrists before the concert,1
9861,9862,Synset('overlook.v.05'),3,I am overlooking her work,Synset('survey.v.02'),2,He surveyed his new classmates,0
9867,9868,Synset('drag.v.01'),3,He dragged the big suitcase behind him,Synset('trail.v.05'),4,The toddler was trailing his pants,1
9870,9871,Synset('work.v.05'),3,work stone into tools,Synset('transform.v.02'),2,This experience transformed her completely,0
9871,9872,Synset('tariff.v.01'),5,tariff imported goods,Synset('charge.v.03'),2,Will I get charged for this service?,0
9874,9875,Synset('pass.v.22'),1,She passed around the plates,Synset('cycle.v.01'),2,cycle the laundry in this washing program,1
9877,9878,Synset('discredit.v.02'),7,This newspaper story discredits the politicians,Synset('disparage.v.01'),6,She disparaged her student's efforts,0
9881,9882,Synset('tie.v.02'),3,The teams drew a tie,Synset('equal.v.03'),2,let's equalize the duties among all employees in this office,0
9890,9891,Synset('reappear.v.01'),2,The sores reappeared on her body,Synset('resurface.v.03'),3,The missing man suddenly resurfaced in New York,1
9896,9897,Synset('dun.v.02'),7,The grocer dunned his customers every day by telephone,Synset('demand.v.01'),6,The victim's family is demanding compensation,0
9899,9900,Synset('colonize.v.02'),2,The British colonized the East Coast,Synset('settle.v.04'),1,The immigrants settled in the Midwest,0
9902,9903,Synset('bulk.v.01'),4,The parcel bulked in the sack,Synset('bulge.v.01'),3,His stomach bulged after the huge meal,0
9906,9907,Synset('trickle.v.01'),3,water trickled onto the lawn from the broken hose,Synset('leach.v.02'),4,the fertilizer leached into the ground,1
9910,9911,Synset('braid.v.03'),5,braid hair,Synset('twist.v.04'),3,The cord is all twisted,0
9912,9913,Synset('help.v.03'),5,This will help to prevent accidents,Synset('serve.v.03'),4,The scandal served to increase his popularity,0
9915,9916,Synset('charge.v.02'),1,he charged the director with indifference,Synset('accuse.v.01'),2,The neighbors accused the man of spousal abuse,1
9918,9919,Synset('mimic.v.01'),4,The actor mimicked the President very accurately,Synset('imitate.v.01'),3,The mime imitated the passers-by,0
9922,9923,Synset('clench.v.02'),4,clench one's jaw,Synset('press.v.01'),2,He pressed down on the boards,0
9923,9924,Synset('attaint.v.02'),8,the man was attainted,Synset('condemn.v.04'),7,Her strange behavior condemned her,0
9924,9925,Synset('take_in.v.04'),5,take in the sights,Synset('tour.v.01'),3,We toured the Provence this summer,0
9928,9929,Synset('weaken.v.01'),2,The fever weakened his body,Synset('temper.v.04'),3,she tempered her criticism,1
9931,9932,Synset('landscape.v.02'),7,My sons landscapes for corporations and earns a good living,Synset('garden.v.01'),6,My hobby is gardening,0
9933,9934,Synset('crash.v.04'),3,The terrorists crashed the gate,Synset('pass.v.01'),2,We passed the point where the police car had parked,0
9934,9935,Synset('clear.v.08'),3,The fog cleared in the afternoon,Synset('vanish.v.02'),2,The effect vanished when day broke,0
9939,9940,Synset('immigrate.v.03'),3,Many people immigrated at the beginning of the 20th century,Synset('migrate.v.01'),2,Many Germans migrated to South America in the mid-19th century,0
9947,9948,Synset('specialize.v.01'),2,She specializes in Near Eastern history,Synset('overspecialize.v.01'),3,She overspecialized when she concentrated on verbs in Fijian,1
9949,9950,Synset('overshadow.v.03'),3,The tall tree overshadowed the house,Synset('eclipse.v.02'),4,The Sun eclipses the moon today,1
9952,9953,Synset('hospitalize.v.01'),4,Mother had to be hospitalized because her blood pressure was too high,Synset('commit.v.03'),3,"After the second episode, she had to be committed",0
9973,9974,Synset('develop.v.14'),2,The child developed beautifully in her new kindergarten,Synset('make.v.47'),3,He will make a splendid father!,1
9976,9977,Synset('beat.v.09'),6,The boat beat in the strong wind,Synset('sail.v.03'),5,"I love sailing, especially on the open sea",0
9977,9978,Synset('elide.v.01'),5,This vowel is usually elided before a single consonant,Synset('drop.v.18'),6, New Englanders drop their post-vocalic r's,1
9978,9979,Synset('overspecialize.v.01'),3,She overspecialized when she concentrated on verbs in Fijian,Synset('specialize.v.01'),2,She specializes in Near Eastern history,0
9981,9982,Synset('redeploy.v.01'),3,The U.S. must redeploy their troops in the Middle East,Synset('deploy.v.02'),2,The U.S. deploys its weapons in the Middle East,0
9982,9983,Synset('trespass.v.01'),6,Don't trespass on my land!,Synset('relate.v.05'),3,She relates well to her peers,0
9984,9985,Synset('conspire.v.01'),4,They conspired to overthrow the government,Synset('coconspire.v.01'),5,The two men coconspired to cover up the Federal investigation,1
9986,9987,Synset('escalate.v.01'),3,The Allies escalated the bombing,Synset('increase.v.02'),2,The boss finally increased her salary,0
9988,9989,Synset('push.v.05'),3,she pushed against the wall with all her strength,Synset('press.v.01'),2,He pressed down on the boards,0
9991,9992,Synset('houseclean.v.01'),6,She housecleans every week,Synset('g.i..v.01'),7,the soldiers GIed the barracks,1
9996,9997,Synset('equal.v.03'),2,let's equalize the duties among all employees in this office,Synset('tie.v.02'),3,The teams drew a tie,1
10003,10004,Synset('enclose.v.03'),3,Darkness enclosed him,Synset('hedge.v.03'),4,hedge the property,1
10004,10005,Synset('propose.v.01'),4,the senator proposed to abolish the sales tax,Synset('submit.v.02'),5,I submit to you that the accused is guilty,1
10008,10009,Synset('immigrate.v.03'),3,Many people immigrated at the beginning of the 20th century,Synset('migrate.v.01'),2,Many Germans migrated to South America in the mid-19th century,0
10010,10011,Synset('pockmark.v.01'),6,Her face was pockmarked by the disease,Synset('scar.v.01'),5,The skin disease scarred his face permanently,0
10011,10012,Synset('die.v.02'),5,Martyrs may die every day for their faith,Synset('suffer.v.01'),4,He suffered the penalty,0
10014,10015,Synset('stabilize.v.01'),2,The drug stabilized her blood pressure,Synset('peg.v.04'),3,The weak currency was pegged to the US Dollar,1
10019,10020,Synset('wash.v.10'),4,The river washed a ravine into the mountainside,Synset('erode.v.02'),3,Rain eroded the terraces,0
10020,10021,Synset('detach.v.03'),3,His retina detached and he had to be rushed into surgery,Synset('cut_off.v.03'),4,cut off the ear,1
10023,10024,Synset('kidnap.v.01'),3,The industrialist's son was kidnapped,Synset('shanghai.v.01'),4,The men were shanghaied after being drugged,1
10030,10031,Synset('drug.v.01'),3,They drugged the kidnapped tourist,Synset('anesthetize.v.01'),4,The patient must be anesthetized before the operation,1
10032,10033,Synset('electrocute.v.01'),2,She dropped the hair dryer into the bathtub and was instantly electrocuted,Synset('kill.v.10'),1,She was killed in the collision of three cars,0
10035,10036,Synset('sensitize.v.02'),1,She sensitized me with respect to gender differences in this traditional male-dominated society,Synset('disgust.v.01'),3,This spoilt food disgusts me,1
10037,10038,Synset('stroke.v.01'),2,He stroked his long beard,Synset('pet.v.01'),4,pet the lamb,1
10048,10049,Synset('entertain.v.02'),5,He entertained the notion of moving to South America,Synset('contemplate.v.02'),4,I contemplated leaving school and taking a full-time job,0
10050,10051,Synset('imitate.v.01'),3,The mime imitated the passers-by,Synset('spoof.v.01'),5,The students spoofed the teachers,1
10057,10058,Synset('slip.v.05'),5,the bolt slipped into place,Synset('escape.v.01'),4,The convicted murderer escaped from a high security prison,0
10059,10060,Synset('provide.v.03'),7,The will provides that each child should receive half of the money,Synset('stipulate.v.01'),6,The will stipulates that she can live in the house for the rest of her life,0
10064,10065,Synset('add.v.01'),4,We added two students to that dorm room,Synset('button.v.01'),5,button a shirt,1
10067,10068,Synset('libel.v.01'),3,The newspaper was accused of libeling him,Synset('defame.v.01'),2,The journalists have defamed me!,0
10070,10071,Synset('isolate.v.01'),5,They isolated the political prisoners from the other inmates,Synset('cloister.v.03'),6,She cloistered herself in the office,1
10073,10074,Synset('legalize.v.01'),5,Marijuana should be legalized,Synset('monetize.v.01'),6,They monetized the lira,1
10075,10076,Synset('benefact.v.01'),3,The father benefacted his daughter in more ways than she was aware of,Synset('support.v.01'),1,She supported him during the illness,0
10076,10077,Synset('pick.v.01'),3,She finally picked her successor,Synset('hand-pick.v.01'),4,the director hand-picked his new team,1
10078,10079,Synset('accommodate.v.07'),5,The scientists had to accommodate the new results with the existing theories,Synset('relate.v.05'),3,She relates well to her peers,0
10084,10085,Synset('charge.v.20'),10,The teacher charged the children to memorize the poem,Synset('instruct.v.02'),9,She instructed the students to work on their pronunciation,0
10097,10098,Synset('resettle.v.01'),2,The immigrants had to resettle,Synset('settle.v.04'),1,The immigrants settled in the Midwest,0
10098,10099,Synset('picket.v.01'),9,picket a business to protest the layoffs,Synset('demonstrate.v.04'),8,Thousands demonstrated against globalization during the meeting of the most powerful economic nations in Seattle,0
10101,10102,Synset('form.v.07'),2,the water formed little beads,Synset('brecciate.v.01'),3,brecciated rock,1
10102,10103,Synset('maintain.v.08'),2,He maintained his innocence,Synset('vindicate.v.02'),3,vindicate the rights of the citizens,1
10104,10105,Synset('concentrate.v.05'),5,These groups concentrate in the inner cities,Synset('converge.v.03'),4,The crowd converged on the movie star,0
10105,10106,Synset('agree.v.02'),4,She agreed to all my conditions,Synset('assent.v.01'),5,The Maestro assented to the request for an encore,1
10115,10116,Synset('reconstruct.v.01'),5,reconstruct the events of 20 years ago,Synset('expect.v.01'),3,The meteorologists are expecting rain for tomorrow,0
10119,10120,Synset('tumble.v.08'),6,Prices tumbled after the devaluation of the currency,Synset('drop.v.03'),5,Stock prices dropped,0
10127,10128,Synset('atrophy.v.01'),5,Muscles that are not used will atrophy,Synset('decrease.v.01'),3,The amount of homework decreased towards the end of the semester,0
10132,10133,Synset('hyphenate.v.01'),2,hyphenate these words and names,Synset('spell.v.03'),1,He spelled the word wrong in this letter,0
10136,10137,Synset('guess.v.02'),4,I am guessing that the price of real estate will rise again,Synset('bet.v.01'),6,I bet she will be there!,1
10137,10138,Synset('step.v.10'),3,She stepped into a life of luxury,Synset('move.v.07'),2,the debate moved from family values to the economy,0
10142,10143,Synset('denote.v.02'),2,`multi-' denotes `many' ,Synset('vote.v.02'),4,vote the Democratic ticket,1
10158,10159,Synset('bottleneck.v.02'),3,"Right by the bridge, the road bottlenecks",Synset('narrow.v.01'),2,The selection was narrowed,0
10177,10178,Synset('move.v.07'),2,the debate moved from family values to the economy,Synset('scroll.v.01'),3,Scroll down to see the entire text,1
10178,10179,Synset('violate.v.01'),1,This sentence violates the rules of syntax,Synset('fly_in_the_face_of.v.01'),2,This action flies in the face of the agreement,1
10181,10182,Synset('dull.v.07'),5,Middle age dulled her appetite for travel,Synset('cloud.v.08'),6,The chemical clouded the liquid to which it was added,1
10189,10190,Synset('dispread.v.01'),6,The sun dispread its beams,Synset('expand.v.01'),5,The dough expands,0
10190,10191,Synset('program.v.01'),4,program the 80th birthday party,Synset('schedule.v.02'),3,I scheduled an exam for this afternoon,0
10193,10194,Synset('shop.v.01'),3,She goes shopping every Friday,Synset('market.v.02'),4,We go marketing every Saturday,1
10196,10197,Synset('countermine.v.02'),5,We countermined the banks of the river,Synset('mine.v.02'),4,The Vietnamese mined Cambodia,0
10198,10199,Synset('unloose.v.02'),5,unloose your sneakers,Synset('untie.v.01'),4,They untied the prisoner,0
10202,10203,Synset('compose.v.02'),2,Beethoven composed nine symphonies,Synset('counterpoint.v.02'),3,Bach perfected the art of counterpointing,1
10212,10213,Synset('expel.v.01'),2,He was expelled from his native country,Synset('evict.v.02'),4,The landlord evicted the tenants after they had not paid the rent for four months,1
10213,10214,Synset('interrupt.v.04'),3,She interrupted her pregnancy,Synset('cut_short.v.01'),4,We had to cut short our vacation,1
10216,10217,Synset('reproach.v.01'),3,The president reproached the general for his irresponsible behavior,Synset('accuse.v.01'),2,The neighbors accused the man of spousal abuse,0
10217,10218,Synset('dazzle.v.02'),4,Her arguments dazzled everyone,Synset('amaze.v.01'),3,Your ability to speak six languages amazes me!,0
10225,10226,Synset('cheer.v.02'),6,everybody cheered the birthday boy,Synset('lighten.v.01'),7,the conversation lightened me up a bit,1
10226,10227,Synset('sheet.v.01'),4,The rain was sheeting down during the monsoon,Synset('pour.v.06'),3,Put on your rain coat-- it's pouring outside!,0
10227,10228,Synset('glare.v.03'),2,The sun glared down on us,Synset('beat.v.07'),3,The sun was beating down on us,1
10228,10229,Synset('drop.v.18'),6, New Englanders drop their post-vocalic r's,Synset('exclude.v.01'),4,The bad results were excluded from the report,0
10231,10232,Synset('spell.v.03'),1,He spelled the word wrong in this letter,Synset('hyphenate.v.01'),2,hyphenate these words and names,1
10235,10236,Synset('conspire.v.01'),4,They conspired to overthrow the government,Synset('coconspire.v.01'),5,The two men coconspired to cover up the Federal investigation,1
10238,10239,Synset('entrust.v.01'),3,The messenger was entrusted with the general's secret,Synset('consign.v.02'),4,consign your baggage,1
10240,10241,Synset('tug.v.03'),6,The tugboat tugged the freighter into the harbor,Synset('drag.v.01'),3,He dragged the big suitcase behind him,0
10243,10244,Synset('envelop.v.01'),2,Fog enveloped the house,Synset('engulf.v.02'),3,The bright light engulfed him completely,1
10245,10246,Synset('undergo.v.01'),2,The chemical undergoes a sudden change,Synset('come.v.20'),4,she could not come because she was too upset,1
10259,10260,Synset('propel.v.01'),2,Steam propels this ship,Synset('ground.v.08'),4,he grounded to the second baseman,1
10265,10266,Synset('moisten.v.01'),3,The dew moistened the meadows,Synset('air-slake.v.01'),7,air-slake lime,1
10269,10270,Synset('scab.v.01'),5,the wounds will eventually scab,Synset('heal.v.02'),4,The wound is healing slowly,0
10277,10278,Synset('deform.v.05'),3,His body was deformed by leprosy,Synset('jaundice.v.01'),4,Jealousy had jaundiced his judgment,1
10278,10279,Synset('exclaim.v.01'),2,`I won!' he exclaimed,Synset('ooh.v.01'),3,They oohed and aahed when they unwrapped the presents,1
10285,10286,Synset('landscape.v.02'),7,My sons landscapes for corporations and earns a good living,Synset('garden.v.01'),6,My hobby is gardening,0
10288,10289,Synset('equip.v.01'),4,"The expedition was equipped with proper clothing, food, and other necessities",Synset('appoint.v.03'),5,a beautifully appointed house,1
10290,10291,Synset('attest.v.04'),8,This word is not attested until 1993,Synset('indicate.v.03'),5,indicated his wishes in a letter,0
10295,10296,Synset('recreate.v.04'),2,she recreated the feeling of the 1920's with her stage setting,Synset('reinvent.v.02'),3,He reinvented African music for American listeners,1
10302,10303,Synset('retrain.v.01'),7,We must retrain the linguists who cannot find employment,Synset('train.v.01'),6,The old master is training world-class violinists,0
10305,10306,Synset('put_up.v.05'),4,The dealer put up three of his most valuable paintings for auction,Synset('market.v.01'),2,The company is marketing its new line of beauty products,0
10314,10315,Synset('bruise.v.01'),5,I bruised my knee,Synset('jam.v.03'),6,jam a toe,1
10325,10326,Synset('imbibe.v.04'),3,Imbibe ethical principles,Synset('absorb.v.02'),2,he absorbed the knowledge or beliefs of his tribe,0
10328,10329,Synset('install.v.02'),1,the new president was installed immediately after the election,Synset('crown.v.01'),3,The prince was crowned in Westminster Abbey,1
10329,10330,Synset('condemn.v.01'),7,We condemn the racism in South Africa,Synset('denounce.v.01'),6,He denounced the Nazis,0
10330,10331,Synset('refuse.v.02'),1,He refused my offer of hospitality,Synset('bounce.v.06'),2,bounce a check,1
10332,10333,Synset('staff.v.01'),4,This position is not always staffed,Synset('man.v.02'),5,We cannot man all the desks,1
10333,10334,Synset('redouble.v.01'),4,The enemy redoubled their screaming on the radio,Synset('escalate.v.01'),3,The Allies escalated the bombing,0
10336,10337,Synset('communicate.v.04'),4,The rooms communicated,Synset('intercommunicate.v.01'),3,These rooms intercommunicate,0
10337,10338,Synset('rename.v.02'),3,He was renamed Minister of the Interior,Synset('name.v.03'),2,She was named Head of the Committee,0
10340,10341,Synset('threaten.v.02'),6,He threatened me when I tried to call the police,Synset('offer.v.13'),7,I offered to leave the committee if they did not accept my proposal,1
10346,10347,Synset('reflect.v.04'),2,Drive carefully--the wet road reflects,Synset('opalesce.v.01'),3,Distant clouds opalesce like pale brocade,1
10347,10348,Synset('lapse.v.05'),5,He lapsed his membership,Synset('forfeit.v.01'),4,you've forfeited your right to name your successor,0
10348,10349,Synset('wrinkle.v.02'),4,The dress got wrinkled,Synset('pucker.v.03'),5,her lips puckered,1
10360,10361,Synset('run.v.18'),3,Musical talent runs in the family,Synset('occur.v.03'),2,sexism occurs in many workplaces,0
10362,10363,Synset('oust.v.01'),2,The chairman was ousted after he misappropriated funds,Synset('overthrow.v.01'),4,The Czar was overthrown,1
10363,10364,Synset('vegetate.v.02'),4,They vegetated the hills behind their house,Synset('develop.v.12'),2,The perfect climate here develops the grain,0
10370,10371,Synset('kick.v.07'),3,He kicked the extra point after touchdown,Synset('gain.v.05'),1,The home team was gaining ground,0
10373,10374,Synset('veto.v.01'),7,The President vetoed the bill,Synset('oppose.v.06'),6,The board opposed his motion,0
10374,10375,Synset('mine.v.02'),4,The Vietnamese mined Cambodia,Synset('countermine.v.02'),5,We countermined the banks of the river,1
10383,10384,Synset('exhaust.v.05'),1,combustion products are exhausted in the engine,Synset('urinate.v.01'),3,The sick men urinated blood,1
10385,10386,Synset('awe.v.01'),5,The famous professor awed the undergraduates,Synset('frighten.v.01'),4,The stranger who hangs around the building frightens me,0
10386,10387,Synset('nationalize.v.01'),2,Mitterand nationalized the banks,Synset('communize.v.02'),3,The new government communized all banks,1
10393,10394,Synset('mutilate.v.01'),3,The madman mutilates art work,Synset('damage.v.01'),2,The snow damaged the roof,0
10395,10396,Synset('denounce.v.01'),6,He denounced the Nazis,Synset('condemn.v.01'),7,We condemn the racism in South Africa,1
10405,10406,Synset('overwrite.v.01'),7,overwrite that file,Synset('record.v.02'),5,They recorded her singing,0
10413,10414,Synset('drown.v.02'),4,She drowned her trouble in alcohol,Synset('destroy.v.01'),2,The fire destroyed the house,0
10414,10415,Synset('hang.v.15'),4,hang the venison for a few days,Synset('decompose.v.03'),3,The bodies decomposed in the heat,0
10415,10416,Synset('twang.v.04'),4,He twanged his bow,Synset('pluck.v.04'),3,he plucked the strings of his mandolin,0
10421,10422,Synset('edit.v.04'),5,she edited the juiciest scenes,Synset('censor.v.02'),4,This magazine is censored by the government,0
10426,10427,Synset('recreate.v.04'),2,she recreated the feeling of the 1920's with her stage setting,Synset('reinvent.v.02'),3,He reinvented African music for American listeners,1
10427,10428,Synset('dominate.v.02'),4,Her husband completely dominates her,Synset('possess.v.03'),5,What possessed you to buy this house?,1
10431,10432,Synset('paint.v.03'),4,He painted his mistress many times,Synset('repaint.v.01'),5,He repainted the same scenery many times during his life,1
10433,10434,Synset('amaze.v.01'),3,Your ability to speak six languages amazes me!,Synset('dazzle.v.02'),4,Her arguments dazzled everyone,1
10434,10435,Synset('shanghai.v.01'),4,The men were shanghaied after being drugged,Synset('kidnap.v.01'),3,The industrialist's son was kidnapped,0
10438,10439,Synset('crowd.v.03'),4,men in straw boaters and waxed mustaches crowded the verandah,Synset('press.v.06'),6,The crowds pressed along the street,1
10442,10443,Synset('dredge.v.01'),3,dredge the chicken in flour before frying it,Synset('flour.v.01'),4,flour fish or meat before frying it,1
10444,10445,Synset('involve.v.06'),5,His story completely involved me during the entire afternoon,Synset('absorb.v.09'),4,Her interest in butterflies absorbs her completely,0
10446,10447,Synset('telescope.v.01'),4,"In the accident, the cars telescoped",Synset('press.v.01'),2,He pressed down on the boards,0
10449,10450,Synset('grow.v.04'),3,He grows vegetables in his backyard,Synset('germinate.v.03'),4,the plentiful rain germinated my plants,1
10460,10461,Synset('opalesce.v.02'),3,This nitrate opalesces under certain conditions,Synset('iridesce.v.01'),2,The corals iridesced under the surface of the clear water,0
10463,10464,Synset('infest.v.01'),4,the roaches infested our kitchen,Synset('invade.v.01'),3,"Hitler invaded Poland on September 1, 1939",0
10466,10467,Synset('program.v.01'),4,program the 80th birthday party,Synset('schedule.v.02'),3,I scheduled an exam for this afternoon,0
10472,10473,Synset('interpose.v.02'),4,God interposed death,Synset('establish.v.05'),2,The trompe l'oeil-illusion establishes depth,0
10477,10478,Synset('waste.v.01'),2,He wasted his inheritance on his insincere friends,Synset('burn.v.09'),3,He has money to burn,1
10478,10479,Synset('lend.v.01'),2,Her presence lends a certain cachet to the company,Synset('tinsel.v.01'),3,his tinseled image of Hollywood,1
10480,10481,Synset('mutilate.v.03'),6,mutilated bodies,Synset('gouge.v.01'),7,gouge out his eyes,1
10485,10486,Synset('envelop.v.01'),2,Fog enveloped the house,Synset('bathe.v.02'),3,The room was bathed in sunlight,1
10487,10488,Synset('immobilize.v.06'),5,The sudden storm immobilized the traffic,Synset('paralyze.v.02'),6,The poison paralyzed him,1
10494,10495,Synset('pockmark.v.01'),6,Her face was pockmarked by the disease,Synset('deface.v.01'),4,scars defaced her cheeks,0
10496,10497,Synset('skive.v.01'),5,skive leather,Synset('shave.v.06'),4,His back shaved the counter in passing,0
10506,10507,Synset('put_up.v.05'),4,The dealer put up three of his most valuable paintings for auction,Synset('offer.v.06'),3,The stores are offering specials on sweaters this week,0
10508,10509,Synset('deviate.v.03'),4,The river was deviated to prevent flooding,Synset('perturb.v.03'),5,The orbits of these stars were perturbed by the passings of a comet,1
10509,10510,Synset('gouge.v.01'),7,gouge out his eyes,Synset('mutilate.v.03'),6,mutilated bodies,0
10510,10511,Synset('sing.v.02'),5,She was singing while she was cooking,Synset('madrigal.v.01'),7,The group was madrigaling beautifully,1
10517,10518,Synset('hunt.v.01'),3,Goering often hunted wild boars in Poland,Synset('poach.v.01'),4,people are poaching elephants for their ivory,1
10521,10522,Synset('crush.v.04'),5,The car crushed the toy,Synset('bruise.v.03'),6,bruise the berries with a wooden spoon and strain them,1
10531,10532,Synset('groom.v.03'),4,He is always well-groomed,Synset('shower.v.03'),7,You should shower after vigorous exercise,1
10532,10533,Synset('pronounce.v.01'),1,She pronounces French words in a funny way,Synset('nasalize.v.01'),2,"In this part of the country, people tend to nasalize",1
10533,10534,Synset('communicate.v.02'),3,He communicated his anxieties to the psychiatrist,Synset('publish.v.02'),7,publish a magazine or newspaper,1
10540,10541,Synset('get_out.v.04'),3,I managed to get out a few words,Synset('express.v.02'),1,She expressed her anger,0
10545,10546,Synset('shrink.v.03'),3,Hot water will shrink the sweater,Synset('decrease.v.02'),2,He decreased his staff,0
10551,10552,Synset('commandeer.v.01'),3,The Cubans commandeered the plane and flew it to Miami,Synset('carjack.v.01'),4,My car was carjacked last night!,1
10552,10553,Synset('perturb.v.01'),3,She was rather perturbed by the news that her father was seriously ill,Synset('nag.v.02'),5,nagging concerns and doubts,1
10559,10560,Synset('introduce.v.02'),4,A new word processor was introduced,Synset('debut.v.01'),5,The band debuts a new song or two each month,1
10561,10562,Synset('liberate.v.03'),2,The students liberated their slaves upon graduating from the university,Synset('decolonize.v.01'),3,West Africa was decolonized in the early 1960's,1
